verb,cluster,x,y,z,cluster_center_x,cluster_center_y,cluster_center_z,distance_from_center
splice,26,38.23715127,55.66642025,-36.5370017,29.15330951,49.18060317,-39.26338459,11.48978538
embed,26,34.81299163,57.91962009,-30.57641378,29.15330951,49.18060317,-39.26338459,13.55971536
contrive,26,17.1226126,43.33267359,-33.01294927,29.15330951,49.18060317,-39.26338459,14.76495479
fabricate,26,17.39382422,41.93385729,-33.6829817,29.15330951,49.18060317,-39.26338459,14.89770844
scour,26,20.7580823,36.93236516,-45.04856225,29.15330951,49.18060317,-39.26338459,15.93635638
unearth,26,20.94075683,35.45002508,-35.78397574,29.15330951,49.18060317,-39.26338459,16.37318179
exhume,26,19.41178667,37.0028845,-44.3805918,29.15330951,49.18060317,-39.26338459,16.4127971
sharpen,26,36.04572987,39.4193415,-27.81778702,29.15330951,49.18060317,-39.26338459,16.54658247
uncover,26,20.89918575,35.22793888,-35.5162148,29.15330951,49.18060317,-39.26338459,16.63877042
cull,26,19.83269553,36.66670475,-45.88975863,29.15330951,49.18060317,-39.26338459,16.95229575
unravel,26,20.69005272,34.24819669,-34.63322242,29.15330951,49.18060317,-39.26338459,17.77756677
vaccinate,26,19.47148813,36.29921256,-47.08111445,29.15330951,49.18060317,-39.26338459,17.91046591
drench,26,27.14235633,63.61856276,-56.21126,29.15330951,49.18060317,-39.26338459,22.35462123
scorch,26,24.53542126,63.05507853,-56.52901043,29.15330951,49.18060317,-39.26338459,22.6258214
blacken,26,23.58855708,63.72504009,-55.80458776,29.15330951,49.18060317,-39.26338459,22.71824195
submerge,26,24.50914346,60.49613902,-59.11549634,29.15330951,49.18060317,-39.26338459,23.31771796
detach,26,24.46758703,60.38286213,-59.21340848,29.15330951,49.18060317,-39.26338459,23.35487217
unfold,27,-44.44441214,36.96290205,50.08764058,-44.17396685,37.36149085,50.03501925,0.484543792
morph,27,-48.24967356,41.36350578,48.4468041,-44.17396685,37.36149085,50.03501925,5.928738146
abate,27,-48.93228151,33.43539348,52.79158137,-44.17396685,37.36149085,50.03501925,6.75680646
mutate,27,-45.89951534,44.04274098,46.23267258,-44.17396685,37.36149085,50.03501925,7.878734743
explode,27,-48.99650736,30.48574204,46.77461461,-44.17396685,37.36149085,50.03501925,9.009054172
evaporate,27,-48.82058987,29.77929636,51.76722044,-44.17396685,37.36149085,50.03501925,9.059873047
fade,27,-41.00212264,30.31909579,54.83427986,-44.17396685,37.36149085,50.03501925,9.093339661
beget,27,-47.22760273,44.79598134,45.09918437,-44.17396685,37.36149085,50.03501925,9.431797654
blur,27,-40.94668417,29.37630315,56.12218607,-44.17396685,37.36149085,50.03501925,10.54666657
bleed,27,-48.53775314,24.47486786,52.9243947,-44.17396685,37.36149085,50.03501925,13.90885234
grow,27,-42.42184686,52.17479834,47.21832313,-44.17396685,37.36149085,50.03501925,15.18017722
multiply,27,-43.92669914,52.91405127,46.8020667,-44.17396685,37.36149085,50.03501925,15.88695249
subtract,27,-44.37246638,53.22263564,46.68340808,-44.17396685,37.36149085,50.03501925,16.21260662
mislead,28,-11.11961292,84.03392521,5.161349873,-6.436936804,82.37896815,4.907017846,4.973029589
deceive,28,-11.14465859,84.0596874,5.150923232,-6.436936804,82.37896815,4.907017846,5.004692944
conceal,28,-1.082258942,80.19902559,4.726930909,-6.436936804,82.37896815,4.907017846,5.784216101
dupe,28,-13.61204307,86.44335115,4.138322671,-6.436936804,82.37896815,4.907017846,8.282043908
inflate,28,3.016165097,79.33454156,7.853585183,-6.436936804,82.37896815,4.907017846,10.35914706
deflate,28,3.100018537,79.81833599,8.452525383,-6.436936804,82.37896815,4.907017846,10.49194824
botch,28,-3.081923329,87.63470904,-5.369056645,-6.436936804,82.37896815,4.907017846,12.01984337
defraud,28,-18.30078418,88.74684678,4.776712287,-6.436936804,82.37896815,4.907017846,13.4654273
falsify,28,6.324085648,74.46422981,5.413754193,-6.436936804,82.37896815,4.907017846,15.02476485
smuggle,28,-23.03058124,87.36952454,2.446751122,-6.436936804,82.37896815,4.907017846,17.50164567
exaggerate,28,9.283920592,73.72889758,7.95816243,-6.436936804,82.37896815,4.907017846,18.20105935
downplay,28,9.341232317,73.45254576,6.663589313,-6.436936804,82.37896815,4.907017846,18.21310465
disburse,28,-26.73374122,89.00043304,9.360806685,-6.436936804,82.37896815,4.907017846,21.8091793
impart,30,20.79141467,48.35525293,-5.195845845,24.91616469,48.04400315,-3.910390528,4.331608765
illuminate,30,26.53338938,45.44074869,1.778520369,24.91616469,48.04400315,-3.910390528,6.461892654
highlight,30,24.68229388,52.97121131,1.249730242,24.91616469,48.04400315,-3.910390528,7.138551827
emphasize,30,25.09393174,52.82719487,1.566297395,24.91616469,48.04400315,-3.910390528,7.273557229
dramatize,30,24.47970312,52.49700799,4.902058882,24.91616469,48.04400315,-3.910390528,9.883269471
magnify,30,19.27711258,57.33434001,-12.91936804,24.91616469,48.04400315,-3.910390528,14.11633605
distort,30,18.1419564,58.31712415,-12.90723451,24.91616469,48.04400315,-3.910390528,15.24369098
enliven,30,28.04078625,51.54393111,-18.81513587,24.91616469,48.04400315,-3.910390528,15.62575404
crystallize,30,23.80062792,53.59522813,-19.01397419,24.91616469,48.04400315,-3.910390528,16.13005767
encapsulate,30,23.33827302,53.4945547,-19.469159,24.91616469,48.04400315,-3.910390528,16.56120559
disavow,31,7.118987987,78.49204735,-26.55064949,5.093280367,79.61899353,-27.55183489,2.525048763
disparage,31,3.062436289,72.76777978,-29.10398098,5.093280367,79.61899353,-27.55183489,7.312497173
denigrate,31,3.128388503,72.44785698,-28.95666107,5.093280367,79.61899353,-27.55183489,7.567003109
demean,31,5.034777083,72.51195625,-31.31934644,5.093280367,79.61899353,-27.55183489,8.044099995
construe,31,8.746988108,69.89000485,-33.47952651,5.093280367,79.61899353,-27.55183489,11.96412675
debunk,31,1.797151617,67.2481366,-25.87425875,5.093280367,79.61899353,-27.55183489,12.91188706
impel,31,2.33133354,95.29996074,-21.59075146,5.093280367,79.61899353,-27.55183489,17.00163518
disprove,31,1.62757962,62.84825605,-24.0288792,5.093280367,79.61899353,-27.55183489,17.48370482
validate,31,2.367839137,61.70745938,-24.30665886,5.093280367,79.61899353,-27.55183489,18.40603849
glorify,32,29.03030735,77.28294559,0.083515732,35.85062511,78.01641537,-8.112209977,10.68759244
electrify,32,50.53700423,77.72089564,-19.07305225,35.85062511,78.01641537,-8.112209977,18.3280421
stylize,33,66.65870782,72.91468693,-24.32650061,66.8686391,69.7693604,-24.84025397,3.193914945
strew,33,70.68623259,67.29150534,-23.1882233,66.8686391,69.7693604,-24.84025397,4.841796258
suffuse,33,69.56518729,70.02669895,-19.75310157,66.8686391,69.7693604,-24.84025397,5.763394385
modulate,33,70.24741678,69.03533536,-15.28188367,66.8686391,69.7693604,-24.84025397,10.16451544
smite,33,55.80031739,73.05887449,-28.30052655,66.8686391,69.7693604,-24.84025397,12.05413351
tow,33,78.4231445,62.52579937,-27.87360165,66.8686391,69.7693604,-24.84025397,13.97057512
sadden,33,54.63441548,77.72333768,-23.21284598,66.8686391,69.7693604,-24.84025397,14.6829983
exasperate,33,53.66788961,77.56234634,-22.44828448,66.8686391,69.7693604,-24.84025397,15.51489398
activate,34,48.72361232,51.85839566,29.47636551,50.90933733,47.92234289,30.3849973,4.592985628
enrich,34,49.51770316,53.33160002,30.73050135,50.90933733,47.92234289,30.3849973,5.596077325
specialize,34,58.24962123,46.01727107,46.91883034,50.90933733,47.92234289,30.3849973,18.19001653
evoke,34,37.62498295,56.41478502,20.82548412,50.90933733,47.92234289,30.3849973,18.43854487
juxtapose,35,62.26089818,65.5349198,22.01051725,56.95719024,65.94293296,22.32738118,5.328808072
carve,35,66.81217448,64.88929294,18.6089978,56.95719024,65.94293296,22.32738118,10.58570955
recline,35,72.44081079,53.31957285,9.515859839,56.95719024,65.94293296,22.32738118,23.7323999
condense,36,-73.31618126,-27.02393567,8.673957458,-73.49452282,-24.61563525,9.997409666,2.753768762
decompose,36,-73.79983064,-27.04598184,6.573887613,-73.49452282,-24.61563525,9.997409666,4.209548746
prune,36,-72.6158338,-24.21691002,5.689954072,-73.49452282,-24.61563525,9.997409666,4.414209998
fertilize,36,-72.76937073,-24.71530238,5.588161544,-73.49452282,-24.61563525,9.997409666,4.46959149
mow,36,-72.22575978,-22.90269318,5.989693565,-73.49452282,-24.61563525,9.997409666,4.539352218
ripen,36,-74.50777192,-28.03191203,6.085504178,-73.49452282,-24.61563525,9.997409666,5.291561706
thicken,36,-72.06286411,-27.75720872,14.01335056,-73.49452282,-24.61563525,9.997409666,5.295933511
darken,36,-71.41144124,-24.35306501,16.35670396,-73.49452282,-24.61563525,9.997409666,6.696924363
flatten,36,-71.78876944,-29.32170794,14.55037779,-73.49452282,-24.61563525,9.997409666,6.766552551
brighten,36,-72.0073834,-24.11372916,16.86102116,-73.49452282,-24.61563525,9.997409666,7.040785191
invert,36,-71.70105488,-30.41006184,14.80110509,-73.49452282,-24.61563525,9.997409666,7.737402438
harden,36,-69.24484981,-22.96741554,16.75089189,-73.49452282,-24.61563525,9.997409666,8.147752521
soften,36,-69.58646221,-22.81629455,17.20826182,-73.49452282,-24.61563525,9.997409666,8.396841876
lighten,36,-70.87758891,-21.73750034,19.47337794,-73.49452282,-24.61563525,9.997409666,10.24333825
straighten,36,-70.91956631,-21.62668427,19.64224867,-73.49452282,-24.61563525,9.997409666,10.42051574
stiffen,36,-65.60761949,-20.97987185,17.78785236,-73.49452282,-24.61563525,9.997409666,11.66674835
tighten,36,-64.96787437,-20.82374299,18.14951125,-73.49452282,-24.61563525,9.997409666,12.39108312
loosen,36,-64.41442537,-20.73938675,18.5806695,-73.49452282,-24.61563525,9.997409666,13.08227127
seed,36,-77.30365671,-33.89394819,1.448335755,-73.49452282,-24.61563525,9.997409666,13.17889437
shred,36,-69.37030168,-24.68921101,-5.019258602,-73.49452282,-24.61563525,9.997409666,15.57289117
triple,36,-88.666419,-11.99901855,25.83730985,-73.49452282,-24.61563525,9.997409666,25.30351534
quadruple,36,-89.4030868,-11.8192943,25.895743,-73.49452282,-24.61563525,9.997409666,25.87635509
strip,37,-46.13147319,-31.49334273,22.86824946,-48.20955539,-34.46928525,25.42412082,4.439272239
pin,37,-47.09435891,-30.1156993,24.7410224,-48.20955539,-34.46928525,25.42412082,4.545766963
screw,37,-47.60518735,-29.15295049,23.3987087,-48.20955539,-34.46928525,25.42412082,5.721098698
fold,37,-51.46903684,-33.08476978,30.1694378,-48.20955539,-34.46928525,25.42412082,5.921075552
pump,37,-42.0441169,-38.88860399,18.30934589,-48.20955539,-34.46928525,25.42412082,10.40014578
skim,37,-59.07139537,-37.14877656,29.40817866,-48.20955539,-34.46928525,25.42412082,11.8756877
pour,37,-59.52661849,-37.26225322,28.85557821,-48.20955539,-34.46928525,25.42412082,12.15119282
churn,38,-65.83396148,-18.09177149,46.8052041,-60.67169292,-17.17791371,37.89967403,10.3340514
plow,38,-56.19777574,-11.29665099,29.96475153,-60.67169292,-17.17791371,37.89967403,10.8428862
conjure,38,-66.05331612,-16.89456566,47.70422024,-60.67169292,-17.17791371,37.89967403,11.18799718
mete,38,-68.30208683,-15.53489542,48.03699719,-60.67169292,-17.17791371,37.89967403,12.79405101
soak,39,-55.24252865,-30.70363093,44.59367556,-50.34888971,-29.27282249,46.88222741,5.588594138
shake,39,-51.0589523,-29.97915709,52.70286874,-50.34888971,-29.27282249,46.88222741,5.906180059
wound,40,-28.73003188,-13.90195893,24.85443498,-29.62389691,-14.81344024,25.12461568,1.304910139
put,40,-31.52949089,-14.58684821,26.02673317,-29.62389691,-14.81344024,25.12461568,2.120483048
down,40,-28.06816717,-16.58410093,24.87631838,-29.62389691,-14.81344024,25.12461568,2.370060302
set,40,-26.65695708,-14.57317808,23.64098,-29.62389691,-14.81344024,25.12461568,3.325903285
break,40,-28.23597767,-12.94494793,28.74509749,-29.62389691,-14.81344024,25.12461568,4.304122656
bounce,40,-31.2996032,-11.86821974,30.6892148,-29.62389691,-14.81344024,25.12461568,6.515142266
grind,40,-35.06123073,-18.54991661,24.71099094,-29.62389691,-14.81344024,25.12461568,6.610366117
turn,40,-32.31379937,-10.54200922,30.0171989,-29.62389691,-14.81344024,25.12461568,7.029798634
pass,40,-27.14065492,-14.81791696,31.80443923,-29.62389691,-14.81344024,25.12461568,7.126468514
throw,40,-29.97477627,-14.49458589,33.50691275,-29.62389691,-14.81344024,25.12461568,8.395694648
burn,40,-33.11500523,-9.491346302,31.33823775,-29.62389691,-14.81344024,25.12461568,8.895033465
drag,40,-34.44722186,-14.48461447,33.65816873,-29.62389691,-14.81344024,25.12461568,9.807859994
notch,40,-30.76118486,-24.39097777,27.05811608,-29.62389691,-14.81344024,25.12461568,9.836720636
rip,40,-32.98170652,-11.06420985,33.84604488,-29.62389691,-14.81344024,25.12461568,10.06950551
fill,40,-37.37909347,-7.544022225,28.67956659,-29.62389691,-14.81344024,25.12461568,11.20826427
roll,40,-38.38334748,-20.3173622,29.68631168,-29.62389691,-14.81344024,25.12461568,11.30620191
move,40,-32.5232132,-3.381384122,22.1152082,-29.62389691,-14.81344024,25.12461568,12.17187231
end,40,-18.38715515,-20.9803621,14.46495482,-29.62389691,-14.81344024,25.12461568,16.67104256
lift,40,-40.47958369,-11.08215821,9.765354973,-29.62389691,-14.81344024,25.12461568,19.17486091
boost,40,-39.76027708,-10.22138199,9.44562433,-29.62389691,-14.81344024,25.12461568,19.22664744
cushion,40,-39.89861662,-10.97534795,6.908414678,-29.62389691,-14.81344024,25.12461568,21.26336748
bust,40,-20.93518267,-27.38229428,9.869080094,-29.62389691,-14.81344024,25.12461568,21.59169315
color,42,0.898301483,-55.24310604,65.31430733,-3.166180863,-51.64283928,63.73726003,5.654114933
spice,42,-0.13772707,-53.77839029,69.22570907,-3.166180863,-51.64283928,63.73726003,6.622324622
mix,42,-0.833240874,-52.57898351,71.20799951,-3.166180863,-51.64283928,63.73726003,7.882317137
blend,42,-0.865515323,-52.51769634,71.28657262,-3.166180863,-51.64283928,63.73726003,7.940438116
emit,42,-8.323550531,-46.00625656,60.50499255,-3.166180863,-51.64283928,63.73726003,8.295606049
shine,42,-7.70883463,-47.94522257,57.48428939,-3.166180863,-51.64283928,63.73726003,8.567830206
vibrate,42,-8.691305176,-46.70809872,59.1694059,-3.166180863,-51.64283928,63.73726003,8.703100279
splash,43,-7.35447191,-30.78065358,46.12214168,-5.641416226,-29.27650155,40.68788812,5.893059042
slaughter,46,1.285558354,-69.55778158,-36.02411599,-1.388510586,-65.28371356,-37.90902381,5.382488242
torture,47,27.72792947,-79.26713231,-29.78134071,25.50024912,-78.04413147,-27.42120157,3.468219654
rape,47,27.71464445,-78.0778299,-30.27053849,25.50024912,-78.04413147,-27.42120157,3.608795251
murder,47,27.95560394,-77.13324521,-30.74476833,25.50024912,-78.04413147,-27.42120157,4.231380045
abuse,47,23.37620623,-81.55302158,-25.7623222,25.50024912,-78.04413147,-27.42120157,4.424448979
exile,47,28.09224362,-73.43373566,-33.21261994,25.50024912,-78.04413147,-27.42120157,7.843131501
sentence,47,32.05160154,-71.70171615,-32.35052052,25.50024912,-78.04413147,-27.42120157,10.36555044
credit,48,20.48749509,-39.27320919,-28.22901202,19.15637725,-43.88368524,-32.0731642,6.148647828
aid,48,24.62841832,-35.05317283,-35.81469046,19.15637725,-43.88368524,-32.0731642,11.04174811
split,48,15.16859943,-52.65018519,-44.32683011,19.15637725,-43.88368524,-32.0731642,15.58544903
divide,48,15.5700486,-52.87515236,-45.48303552,19.15637725,-43.88368524,-32.0731642,16.53882955
box,49,4.517132986,-61.8011437,31.75558539,-2.528583091,-64.25296386,21.84961874,12.40087547
coin,49,5.55825566,-62.66881788,31.82897799,-2.528583091,-64.25296386,21.84961874,12.9419508
tip,49,-6.086344756,-52.32778088,27.12882815,-2.528583091,-64.25296386,21.84961874,13.51805124
chip,49,8.229404529,-63.70671967,31.53324216,-2.528583091,-64.25296386,21.84961874,14.48465543
bench,49,4.037240723,-54.02066001,12.7510899,-2.528583091,-64.25296386,21.84961874,15.18529919
clone,49,9.792917819,-63.84134254,31.55739034,-2.528583091,-64.25296386,21.84961874,15.69170628
boot,49,-12.65964337,-74.38982219,33.10462332,-2.528583091,-64.25296386,21.84961874,18.22277167
ring,49,-8.386010493,-74.14614581,36.7005779,-2.528583091,-64.25296386,21.84961874,18.78125375
delete,50,56.90406527,-11.25913013,2.508924093,57.3392128,-15.21299279,-0.167140769,4.794132505
advance,50,47.62929046,-14.98045486,0.399698686,57.3392128,-15.21299279,-0.167140769,9.729232888
pause,51,31.01383446,-27.29425165,17.30238006,28.15956792,-19.99177156,19.17202159,8.060310932
effect,51,30.29908764,-22.64849347,10.45313788,28.15956792,-19.99177156,19.17202159,9.362406158
even,51,18.47795699,-26.59805009,26.73718162,28.15956792,-19.99177156,19.17202159,13.95020259
better,51,18.27724209,-26.86922964,26.51080019,28.15956792,-19.99177156,19.17202159,14.1002647
rid,51,20.03619349,-11.07851685,30.27673869,28.15956792,-19.99177156,19.17202159,16.39359825
deepen,54,-46.57863877,4.090212893,-60.36163903,-39.90185052,8.287172071,-60.12172277,7.889963717
augment,54,-33.34499078,13.97444951,-58.1961066,-39.90185052,8.287172071,-60.12172277,8.890755419
supplement,54,-32.3738144,12.40308914,-57.6350651,-39.90185052,8.287172071,-60.12172277,8.932836476
improve,54,-33.69773635,14.63734399,-58.37490266,-39.90185052,8.287172071,-60.12172277,9.048043793
enhance,54,-33.99658177,15.23598487,-58.50272803,-39.90185052,8.287172071,-60.12172277,9.261713788
heighten,54,-48.26414294,3.876452013,-59.71175371,-39.90185052,8.287172071,-60.12172277,9.463110513
prolong,54,-43.7357873,-0.545574508,-62.5136796,-39.90185052,8.287172071,-60.12172277,9.921589635
intensify,54,-48.49721236,2.844348955,-60.65544856,-39.90185052,8.287172071,-60.12172277,10.18770985
hasten,54,-45.79563852,-0.083925668,-62.04043181,-39.90185052,8.287172071,-60.12172277,10.41601933
dampen,54,-49.63170043,5.219186638,-57.38797358,-39.90185052,8.287172071,-60.12172277,10.56200258
diminish,54,-35.01796136,17.57647059,-58.89740281,-39.90185052,8.287172071,-60.12172277,10.56609671
accelerate,54,-46.31003902,0.021764115,-61.96357749,-39.90185052,8.287172071,-60.12172277,10.61952341
escalate,54,-48.94868279,2.65334897,-60.93825244,-39.90185052,8.287172071,-60.12172277,10.68886606
dilute,54,-35.14153182,17.98584483,-58.97850422,-39.90185052,8.287172071,-60.12172277,10.86424576
quicken,54,-47.29048947,0.42922454,-61.7493368,-39.90185052,8.287172071,-60.12172277,10.90818282
shorten,54,-41.31676526,-2.177059229,-63.22982882,-39.90185052,8.287172071,-60.12172277,11.00738132
lengthen,54,-41.30808419,-2.18169979,-63.2292204,-39.90185052,8.287172071,-60.12172277,11.01050919
depress,54,-50.04355166,5.553504848,-56.79158983,-39.90185052,8.287172071,-60.12172277,11.01893025
buttress,54,-26.48847608,7.497655493,-62.36927258,-39.90185052,8.287172071,-60.12172277,13.62326798
bolster,54,-26.25952942,7.003049776,-62.7237668,-39.90185052,8.287172071,-60.12172277,13.94749182
strengthen,54,-26.06429014,6.626975312,-63.01496251,-39.90185052,8.287172071,-60.12172277,14.23394417
devalue,54,-29.77095807,-1.214490992,-65.90933835,-39.90185052,8.287172071,-60.12172277,15.04702883
liberalize,54,-28.62334198,-1.419844113,-66.55188337,-39.90185052,8.287172071,-60.12172277,16.21042514
redirect,54,-35.53209336,17.13533013,-46.102438,-39.90185052,8.287172071,-60.12172277,17.14424172
divert,54,-35.66982704,17.48082734,-45.338232,-39.90185052,8.287172071,-60.12172277,17.916052
harmonize,54,-27.62279833,-2.979839706,-68.00928308,-39.90185052,8.287172071,-60.12172277,18.43730687
deflect,54,-35.78132861,18.16877724,-44.49533122,-39.90185052,8.287172071,-60.12172277,18.94225262
exacerbate,54,-54.35413556,22.95770258,-65.85312877,-39.90185052,8.287172071,-60.12172277,21.37620226
worsen,54,-54.99750856,22.60285975,-66.18060094,-39.90185052,8.287172071,-60.12172277,21.6685904
aggravate,54,-54.59787921,23.24319264,-65.94600405,-39.90185052,8.287172071,-60.12172277,21.76184879
cripple,55,-35.99993147,40.62269344,-62.63068146,-34.13215461,40.37369956,-61.95642369,2.001302545
devastate,55,-35.8324563,40.56137155,-63.4182589,-34.13215461,40.37369956,-61.95642369,2.250157502
paralyze,55,-35.23266614,42.68651955,-63.86894424,-34.13215461,40.37369956,-61.95642369,3.196560147
degrade,55,-35.35825209,43.49747332,-64.63695741,-34.13215461,40.37369956,-61.95642369,4.294943377
disturb,55,-33.52049529,44.50868117,-64.2796013,-34.13215461,40.37369956,-61.95642369,4.782191371
overwhelm,55,-32.71606263,44.83481962,-63.95186386,-34.13215461,40.37369956,-61.95642369,5.088092978
displace,55,-30.74874021,44.05951111,-63.69033657,-34.13215461,40.37369956,-61.95642369,5.295201003
supplant,55,-29.27862104,43.62159589,-63.48069213,-34.13215461,40.37369956,-61.95642369,6.035645202
jeopardize,55,-38.74834124,37.37520315,-64.90466195,-34.13215461,40.37369956,-61.95642369,6.244378952
stymie,55,-33.94750802,35.89956561,-56.40229267,-34.13215461,40.37369956,-61.95642369,7.134447447
affect,55,-38.86968625,37.42283913,-66.44863648,-34.13215461,40.37369956,-61.95642369,7.164618551
hamper,55,-40.49221609,35.6174817,-61.94025743,-34.13215461,40.37369956,-61.95642369,7.941804055
erode,55,-30.61257158,33.69937808,-59.18035967,-34.13215461,40.37369956,-61.95642369,8.039935534
hinder,55,-40.99368823,35.80564902,-62.16052001,-34.13215461,40.37369956,-61.95642369,8.245567575
weaken,55,-30.56171813,33.7519399,-58.50566643,-34.13215461,40.37369956,-61.95642369,8.276680691
destabilize,55,-28.86584599,34.77550752,-57.79400828,-34.13215461,40.37369956,-61.95642369,8.74067861
undermine,55,-30.8433314,33.49371416,-57.25492602,-34.13215461,40.37369956,-61.95642369,8.958495267
impede,55,-42.10805242,35.63301576,-61.7652536,-34.13215461,40.37369956,-61.95642369,9.280386566
undercut,55,-31.03758114,33.1428065,-56.75240965,-34.13215461,40.37369956,-61.95642369,9.431010627
impair,55,-39.16155803,32.98456927,-64.97031055,-34.13215461,40.37369956,-61.95642369,9.43279699
derail,55,-35.80772079,37.26020602,-53.02907357,-34.13215461,40.37369956,-61.95642369,9.602028129
scuttle,55,-35.891618,37.27875088,-52.96365308,-34.13215461,40.37369956,-61.95642369,9.671832399
constrain,55,-38.74626698,32.44776196,-65.09449699,-34.13215461,40.37369956,-61.95642369,9.693194716
disrupt,55,-42.98136407,36.40052004,-62.04773297,-34.13215461,40.37369956,-61.95642369,9.700670126
inhibit,55,-42.50237871,34.13598707,-60.73767639,-34.13215461,40.37369956,-61.95642369,10.50975991
interrupt,55,-44.17938223,36.98187618,-62.26899995,-34.13215461,40.37369956,-61.95642369,10.60890912
subvert,55,-25.96489663,35.17846052,-56.34843218,-34.13215461,40.37369956,-61.95642369,11.18678597
complicate,55,-42.67500975,43.018151,-54.86952146,-34.13215461,40.37369956,-61.95642369,11.41041982
revolutionize,55,-42.48133321,32.57850034,-59.97047032,-34.13215461,40.37369956,-61.95642369,11.59387446
deplete,55,-32.06903503,43.12543041,-73.14583562,-34.13215461,40.37369956,-61.95642369,11.70604222
frustrate,55,-43.0789931,43.72537491,-54.52135205,-34.13215461,40.37369956,-61.95642369,12.10619416
contaminate,55,-32.13155919,44.57343569,-73.62416458,-34.13215461,40.37369956,-61.95642369,12.56090534
usurp,55,-21.66627987,40.03776009,-59.68206505,-34.13215461,40.37369956,-61.95642369,12.67610333
supersede,55,-21.6472244,40.04969374,-59.70062182,-34.13215461,40.37369956,-61.95642369,12.69122154
pollute,55,-32.16741208,44.97765544,-73.86959882,-34.13215461,40.37369956,-61.95642369,12.92208825
legitimize,55,-24.11940023,35.1932539,-55.34499834,-34.13215461,40.37369956,-61.95642369,13.06917031
shatter,55,-31.08846379,52.00346231,-67.30572851,-34.13215461,40.37369956,-61.95642369,13.15790628
tarnish,55,-32.51801404,27.8580044,-58.09116523,-34.13215461,40.37369956,-61.95642369,13.19804145
embolden,55,-43.85496125,44.7098454,-54.01116143,-34.13215461,40.37369956,-61.95642369,13.28391216
perpetuate,55,-23.82160131,35.21191804,-55.16649162,-34.13215461,40.37369956,-61.95642369,13.38113131
thwart,55,-33.89655989,36.31886062,-48.81355232,-34.13215461,40.37369956,-61.95642369,13.75617286
smother,55,-30.47619031,52.54344618,-68.00786446,-34.13215461,40.37369956,-61.95642369,14.07440028
overshadow,55,-33.90599432,26.72737508,-58.13102315,-34.13215461,40.37369956,-61.95642369,14.17416697
quash,55,-33.72737546,38.02065784,-47.69873742,-34.13215461,40.37369956,-61.95642369,14.45621906
detract,55,-34.73437456,25.58295641,-58.21443207,-34.13215461,40.37369956,-61.95642369,15.26863626
strangle,55,-30.00240476,53.08358657,-70.34415332,-34.13215461,40.37369956,-61.95642369,15.77815167
envelop,55,-28.88463194,55.47688735,-64.79945747,-34.13215461,40.37369956,-61.95642369,16.23963105
suffocate,55,-29.75675693,53.25093381,-70.9756795,-34.13215461,40.37369956,-61.95642369,16.3191373
wreak,55,-45.53156914,30.83013414,-69.86805072,-34.13215461,40.37369956,-61.95642369,16.84102535
sicken,55,-29.00182983,53.44410648,-71.61144795,-34.13215461,40.37369956,-61.95642369,17.0404009
starve,55,-27.51055379,53.57663124,-72.21040186,-34.13215461,40.37369956,-61.95642369,17.98074166
unleash,56,-44.21325407,45.76782151,-41.42162853,-49.65805623,48.9873676,-38.53335812,6.953664756
stifle,56,-45.75204341,46.50130244,-44.06838659,-49.65805623,48.9873676,-38.53335812,7.216231439
crush,56,-43.69272772,45.4259799,-40.67210895,-49.65805623,48.9873676,-38.53335812,7.269310943
suppress,56,-45.79509795,46.52363046,-44.19170042,-49.65805623,48.9873676,-38.53335812,7.280747552
inspire,56,-57.66125938,45.71398672,-41.96102157,-49.65805623,48.9873676,-38.53335812,9.301352576
energize,56,-56.93900634,43.67385521,-41.19502442,-49.65805623,48.9873676,-38.53335812,9.398410285
motivate,56,-57.61970281,44.96864469,-41.71616613,-49.65805623,48.9873676,-38.53335812,9.469330331
galvanize,56,-56.37799376,42.58551215,-40.70554628,-49.65805623,48.9873676,-38.53335812,9.532036245
mobilize,56,-56.03799814,41.75954004,-40.3118629,-49.65805623,48.9873676,-38.53335812,9.803480466
stoke,56,-58.377926,54.0117876,-37.79283654,-49.65805623,48.9873676,-38.53335812,10.09105036
reignite,56,-58.37826002,53.76821628,-36.80838451,-49.65805623,48.9873676,-38.53335812,10.09326519
rekindle,56,-58.35352441,53.58801248,-36.04038939,-49.65805623,48.9873676,-38.53335812,10.14849709
engender,56,-57.72114438,52.2549664,-44.11721714,-49.65805623,48.9873676,-38.53335812,10.33779831
rouse,56,-58.23906447,54.52117585,-40.70186881,-49.65805623,48.9873676,-38.53335812,10.43835116
awaken,56,-58.20554915,54.53236284,-41.1076541,-49.65805623,48.9873676,-38.53335812,10.50873956
ignite,56,-56.14316462,55.42934657,-32.06801944,-49.65805623,48.9873676,-38.53335812,11.19626403
spark,56,-56.21506585,55.39829604,-32.0981715,-49.65805623,48.9873676,-38.53335812,11.20294629
arouse,56,-57.26418271,54.06936794,-45.18373585,-49.65805623,48.9873676,-38.53335812,11.30961589
elicit,56,-57.29604366,54.11765455,-45.65721989,-49.65805623,48.9873676,-38.53335812,11.63649873
provoke,56,-54.86066063,53.98670452,-48.9457056,-49.65805623,48.9873676,-38.53335812,12.66796914
inflame,56,-54.45980744,54.81493938,-48.88454017,-49.65805623,48.9873676,-38.53335812,12.81266472
incite,56,-55.1813009,52.71050303,-49.95153846,-49.65805623,48.9873676,-38.53335812,13.21903216
